id,title,year,label,label_link,catalog_no,genre,links_wiki,photo_path,media,format,compilation,release_type,record_format,release_area,tracks,description,public
194,They Mean Us,2006,Temporary Residence Limited,temporaryresidence.com,TRR95,Rock Experimental,,.theymeanus.jpg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Black Caeser/Red Sonja</li>\r\n<li>Recycler 1a</li>\r\n<li>Vacation, Asphyxia, Vacation</li>\r\n<li>Empathy on a Stick</li>\r\n<li>Recycler 1b</li>\r\n<li>Non-Threatening</li>\r\n<li>Black Metal in the Hour of Starbucks</li>\r\n<li>Nice Chaps, Buddy</li>\r\n<li>So Much for the Fourth Wall</li>\r\n<li>Recycler Z</li>\r\n<li>And Them</li>\r\n<li>Mandatory Psycho-Freakout</li>\r\n</ol></p>",,1
195,Crime In Choir,2002,Omnibus,www.omnibusrecords.com,OMNI033,Rock Math Rock,,.crimeinchoir.jpg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>A Girl Named Jesus</li>\r\n<li>Pictures in the Dictionary</li>\r\n<li>Come Here, Raider</li>\r\n<li>Fleece on Fire</li>\r\n<li>Worldwide CB</li>\r\n<li>Cincinatti</li>\r\n</ol></p>",,1
196,Team Sleep,2005,Maverick,www.maverick.com,48160,Rock,Team_Sleep_(album),.teamsleep.jpg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Ataraxia</li>\r\n<li>Ever (Foreign Flag)</li>\r\n<li>Your Skull Is Red</li>\r\n<li>Princeton Review</li>\r\n<li>Blvd. Nights</li>\r\n<li>Delorian</li>\r\n<li>Our Ride to the Rectory</li>\r\n<li>Tomb of Liegia</li>\r\n<li>Elizabeth</li>\r\n<li>Staring at the Queen</li>\r\n<li>Ever Since WWI</li>\r\n<li>King Diamond</li>\r\n<li>Live from the Stage</li>\r\n<li>Paris Arm</li>\r\n<li>11/11</li>\r\n</ol></p>",,1
197,Living Well,2007,Temporary Residence Limited,temporaryresidence.com,TRR114,Rock,,.livingwell.jpg,CD,Single Disc,,LP,,Domestic,"<p>Bam Bam</p>\r\n<p>I Hate You, Rob Crow (Album Version)</p>\r\n<p>Taste</p>\r\n<p>Over Your Heart</p>\r\n<p>Up</p>\r\n<p>Chucked</p>\r\n<p>Burns</p>\r\n<p>Liefeld</p>\r\n<p>Leveling</p>\r\n<p>Ring</p>\r\n<p>Focus</p>\r\n<p>If Wade Would Call</p>\r\n<p>No Sun</p>\r\n<p>I Hate You, Rob Crow (Single Version)</p>",,1
198,My Room Is a Mess,2003,Absolutely Kosher,www.absolutelykosher.com,AK029,Rock,,.myroomisamess.jpg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Never Alone</li>\r\n<li>Beyond Him</li>\r\n<li>Jedi Outcast</li>\r\n<li>Last Bus from the Ch&eacute;</li>\r\n<li>Iocane</li>\r\n<li>Sun Froze</li>\r\n<li>Torrential Z</li>\r\n<li>Helicopter</li>\r\n<li>Kill All the Humans</li>\r\n<li>Over the Summer</li>\r\n<li>Wants/Needs</li>\r\n<li>Some Things</li>\r\n<li>When You Lie</li>\r\n<li>Finger</li>\r\n<li>Overtime</li>\r\n<li>Curtains on Fire</li>\r\n<li>Catching the Trap</li>\r\n<li>A Subtle Kiss</li>\r\n</ol></p>",,1
199,This Is a Pinback CD,1999,Ace Fu,www.acefu.com,ACE007,Rock,This_Is_a_Pinback_CD,.thisisapinbackcd.jpg,CD,Single Disc,,LP,,Domestic,"<p>&nbsp;</p>\r\n<ol>\r\n<li>Tripoli</li>\r\n<li>Hurley</li>\r\n<li>Charborg</li>\r\n<li>Chaos Engine</li>\r\n<li>Shag</li>\r\n<li>Loro</li>\r\n<li>Crutch</li>\r\n<li>Rousseau</li>\r\n<li>Lyon</li>\r\n<li>Montaigne</li>\r\n</ol>\r\n<p>&nbsp;</p>",,1
200,Some Voices,2002,Tree,www.treerecords.com,TREE15,Rock,Some_Voices,.somevoices.jpg,CD,Single Disc,,EP,,Domestic,"<p><ol>\r\n<li>Some Voices</li>\r\n<li>Trainer</li>\r\n<li>Manchuria</li>\r\n<li>June</li>\r\n</ol></p>",,1
201,Blue Screen Life,2001,Ace Fu,www.acefu.com,ACE015,Rock,Blue_Screen_Life,.bluescreenlife.jpg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Offline P.K.</li>\r\n<li>Concrete Seconds</li>\r\n<li>Boo</li>\r\n<li>Bbtone</li>\r\n<li>Penelope</li>\r\n<li>Talby</li>\r\n<li>X I Y</li>\r\n<li>Prog</li>\r\n<li>Your Sickness</li>\r\n<li>Seville</li>\r\n<li>West</li>\r\n<li>Tres</li>\r\n</ol></p>",,1
202,Offcell,2003,Absolutely Kosher,www.absolutelykosher.com,AK025,Rock,Offcell,.offcell.jpg,CD,Single Disc,,EP,,Domestic,"<p><ol>\r\n<li>Microtonic Wave</li>\r\n<li>Victorius D</li>\r\n<li>Offcell</li>\r\n<li>B</li>\r\n<li>Grey Machine</li>\r\n</ol></p>",,1
203,Summer in Abaddon,2004,Touch and Go,www.touchandgorecords.com,TG237,Rock,Summer_in_Abaddon,.summerinabaddon.jpg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Non Photo-Blue</li>\r\n<li>Sender</li>\r\n<li>Syracuse</li>\r\n<li>Bloods on Fire</li>\r\n<li>Fortress</li>\r\n<li>This Red Book</li>\r\n<li>Soaked</li>\r\n<li>3x0</li>\r\n<li>The Yellow Ones</li>\r\n<li>AFK</li>\r\n</ol></p>",,1
204,Autumn of the Seraphs,2007,Touch and Go,www.touchandgorecords.com,TG300,Rock,Autumn_of_the_Seraphs,.autumnoftheseraphs.jpg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>From Nothing to Nowhere</li>\r\n<li>Barnes</li>\r\n<li>Good to Sea</li>\r\n<li>How We Breathe</li>\r\n<li>Walters</li>\r\n<li>Subbing for Eden</li>\r\n<li>Devil You Know</li>\r\n<li>Blue Harvest</li>\r\n<li>Torch</li>\r\n<li>Bouquet</li>\r\n<li>Off by 50</li>\r\n</ol></p>",,1
205,Systems Officer,2004,Ace Fu,www.acefu.com,ACE027,Rock,Systems_Officer_EP,.systemsofficer.jpg,CD,Single Disc,,EP,,Domestic,"<p><ol>\r\n<li>Forever This Cyanide</li>\r\n<li>Systems Officer</li>\r\n<li>Signature Red</li>\r\n<li>Desert/Sea</li>\r\n<li>Hael</li>\r\n</ol></p>",,1
206,In the Iterim,2008,Function 8,www.function8.com,FER88817,Rock,,.intheinterim.jpg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Memory Lost</li>\r\n<li>8 Bad Years</li>\r\n<li>20 Hundred</li>\r\n<li>Lost in the Fog</li>\r\n<li>Monday</li>\r\n<li>Brighter Days</li>\r\n<li>My Fair Romans</li>\r\n<li>The Mussenger</li>\r\n<li>Post Meridian</li>\r\n</ol></p>",,1
207,Experiments in the Space Metal Time Signature,2003,Galaxia,www.galaxia-platform.com,GLX18,Rock,,.experimentsinspacemetal.jpg,CD,Single Disc,,EP,,Domestic,"<p><ol>\r\n<li>The Wonder</li>\r\n<li>Home Sweet Hell</li>\r\n<li>Pump Up Your Ass</li>\r\n<li>It\'s Space Metal Time</li>\r\n</ol></p>",,1
208,Blktop Project,2006,Galaxia,www.galaxia-platform.com,GLX25,Rock,,.blktopproject.jpg,CD,Single Disc,,LP,,Domestic,"<p>&nbsp;</p>\r\n<ol>\r\n<li>Beans for Breakfast</li>\r\n<li>Miles and Miles</li>\r\n<li>Rained Out</li>\r\n<li>Ray\'s Interlude</li>\r\n<li>Blkwater Blues</li>\r\n<li>Napsacks n Traintracks</li>\r\n<li>From Here to Where</li>\r\n<li>Last Call</li>\r\n</ol>\r\n<p>&nbsp;</p>",,1
209,Believe It Mammals,2002,Lovitt,www.lovitt.com,LOV027,Rock,,.believeitmammals.jpg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>A Safe Bet</li>\r\n<li>Undress Princess</li>\r\n<li>I\m Not Surprised</li>\r\n<li>Sliding Scale</li>\r\n<li>Worst Comes to Worst</li>\r\n<li>Hallway</li>\r\n<li>A Polished Facade</li>\r\n<li>Enough for You</li>\r\n<li>Motel</li>\r\n<li>Where\s Ann Arbor</li>\r\n<li>Easy</li>\r\n<li>In Spite Of</li>\r\n</ol></p>",,1
210,A Person Carrying a Handmade Paper Bag Is Considered as a Royal Person,2004,Lovitt,www.lovitt.com,LOV041,Rock,,.apersoncarrying.jpg,CD,Single Disc,,EP,,Domestic,"<p><ol>\r\n<li>The Royal Paper Bag</li>\r\n<li>Military Smile</li>\r\n<li>Even and Then Some</li>\r\n<li>Around What\s Done</li>\r\n</ol></p>",,1
211,Vivadixiesubmarinetransmissionplot,1995,Capitol,www.capitolrecords.com,CDP83281626,Rock,Vivadixiesubmarinetransmissionplot,.vivadixiesubmarinetransmissionplot.jpg,CD,Single Disc,,LP,,Domestic,"<p>&nbsp;</p>\r\n<ol>\r\n<li>Homecoming Queen</li>\r\n<li>Weird Sisters</li>\r\n<li>850 Double Pumper Holley</li>\r\n<li>Rainmaker</li>\r\n<li>Spirit Ditch</li>\r\n<li>Tears on Fresh Fruit</li>\r\n<li>Saturday</li>\r\n<li>Cow</li>\r\n<li>Little Bastard Choo Choo</li>\r\n<li>Hammering the Cramps</li>\r\n<li>Most Beautiful Widow in Town</li>\r\n<li>Heart of Darkness</li>\r\n<li>Ballad of a Cold Lost Marble</li>\r\n<li>Someday I Will Treat You Good</li>\r\n<li>Sad &amp; Beautiful World</li>\r\n<li>Gasoline Horseys</li>\r\n</ol>\r\n<p>&nbsp;</p>",,1
212,Good Morning Spider,1999,Capitol,www.capitolrecords.com,CDP83667109,Rock,Good_Morning_Spider,.goodmorningspider.jpg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Pig</li>\r\n<li>Painbirds</li>\r\n<li>Saint Mary</li>\r\n<li>Good Morning Spider</li>\r\n<li>Sick of Goodbyes</li>\r\n<li>Box of StarsPart One)</li>\r\n<li>Sunshine</li>\r\n<li>Chaos of the Galaxy/Happy Man</li>\r\n<li>Hey, Joe</li>\r\n<li>Come On In</li>\r\n<li>Maria\s Little Elbows</li>\r\n<li>Cruel Sun</li>\r\n<li>All Night Home</li>\r\n<li>Ghost of His Smile</li>\r\n<li>Hundreds of Sparrows</li>\r\n<li>Box of StarsPart Two)</li>\r\n<li>Junebug</li>\r\n</ol></p>",,1
213,Distorted Ghost,2000,Odeon,www.odeonrecords.com,ODN46950527,Rock,Distorted_Ghost_EP,.distortedghost.jpg,CD,Single Disc,,EP,,Domestic,"<p><ol>\r\n<li>Happy ManMemphis Version)</li>\r\n<li>Waiting for Nothing</li>\r\n<li>Happy Place</li>\r\n<li>My Yoke Is Heavy</li>\r\n<li>Gasoline HorseysLive)</li>\r\n<li>Happy PigLive)</li>\r\n</ol></p>",,1
214,Ilium,1998,Absolutely Kosher,www.absolutelykosher.com,AK004,Rock,,.ilium.jpg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Septembrist</li>\r\n<li>Indigo Azure Cyan</li>\r\n<li>Every Day a Sunrise, a Summer Every Year</li>\r\n<li>Cantus for Theodore N.</li>\r\n<li>In Eggshell Seas...</li>\r\n<li>Canto Primo</li>\r\n</ol></p>",,1
215,Prairie School Freakout,1988,Amoeba,,CDA003,Rock,Prairie_School_Freakout,.prairieschoolfreakout.jpg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Watching the Candles Burn</li>\r\n<li>Sweet Smell</li>\r\n<li>Coercion</li>\r\n<li>Driving Song</li>\r\n<li>Tarantula</li>\r\n<li>Among the Pines</li>\r\n<li>Through My Mouth</li>\r\n<li>Beach Miner</li>\r\n<li>Death of Albert C. Sampson</li>\r\n<li>Life on a String</li>\r\n<li>Tenth Leaving Train</li>\r\n</ol></p>",,1
216,How Can Anything So Little Be Any More,2001,Jade Tree,www.jadetree.com,JT1057,Rock Experimental,How_Can_Any_Thing_So_Little_Be_Any_More%3F,.howcananythingsolittle.jpg,CD,Single Disc,,EP,,Domestic,"<p><ol>\r\n<li>Leaving Needn\t Take Long</li>\r\n<li>Ne Mosquitoes Pass</li>\r\n<li>We Neither Hide Nor Seek</li>\r\n<li>Most at Home in Motels</li>\r\n<li>My Cause Is Noble and Just</li>\r\n<li>My Fight Is Necessary</li>\r\n<li>What If We Are Not After All, Destined for Greatness?</li>\r\n<li>I\ll Show You, I\ll Show You All</li>\r\n</ol></p>",,1
217,Ramda,1999,Bubble Core,www.bubblecore.com,BC025,Rock Folk Electronic, Dub,Ramda,.ramda.jpg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Ramda Flies with Magic Eyes</li>\r\n<li>Distant</li>\r\n<li>Galileo</li>\r\n<li>The Good Red Road</li>\r\n<li>Warpshire</li>\r\n<li>Gulliver\s Travels</li>\r\n<li>The Lonely Lounge Player\s Lost in His Little World</li>\r\n<li>The One to Look For</li>\r\n<li>(Attempt)</li>\r\n<li>More Music for Mallets, Voices and OrganAnd Other Stuff)</li>\r\n<li>LogicParts 1 &amp; 2)</li>\r\n<li>Headphoneland in the School of Old</li>\r\n<li>Imagine Winooski</li>\r\n<li>Ramda\s Triumphant Return</li>\r\n<li>LogicPart 3)</li>\r\n</ol></p>",,1
218,The Gap,2000,Jade Tree,www.jadetree.com,JT1053,Rock Experimental,The_Gap_(Album),.thegap.jpg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>(You)[I]&nbsp;Can&nbsp;Not&nbsp;See&nbsp;(You)[Me]as(I)[You]&nbsp;Can</li>\r\n<li>As&nbsp;Black&nbsp;Pants&nbsp;Make&nbsp;Cat&nbsp;Hairs&nbsp;Appear</li>\r\n<li>Knife&nbsp;Fights&nbsp;Every&nbsp;Night</li>\r\n<li>John&nbsp;Cassavetes,&nbsp;Assata&nbsp;Shakur,&nbsp;and&nbsp;Guy&nbsp;Debord&nbsp;Walk&nbsp;Into&nbsp;a&nbsp;Bar...</li>\r\n<li>Another&nbsp;Brick&nbsp;at&nbsp;the&nbsp;Gap&nbsp;(Part&nbsp;2)</li>\r\n<li>Zelda</li>\r\n<li>\'Pleasure&nbsp;Isn\'t&nbsp;Simple\'</li>\r\n<li>Me&nbsp;and&nbsp;America&nbsp;(or)&nbsp;the&nbsp;United&nbsp;Colors&nbsp;of&nbsp;the&nbsp;Gap</li>\r\n<li>Your&nbsp;Impression&nbsp;this&nbsp;Morning&nbsp;of&nbsp;Me&nbsp;Last&nbsp;Night</li>\r\n<li>Outside&nbsp;the&nbsp;Gap</li>\r\n<li>I&nbsp;Am&nbsp;the&nbsp;Ass&nbsp;Czar!!!</li>\r\n</ol></p>",,1
219,Early Hi-Ball Years,1992,Carrot Top,www.carrottoprecords.com,SAKI001,Rock Lounge Jazz,,.earlyhiballyears.jpg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Whoopsy Daisy</li>\r\n<li>Road Hog</li>\r\n<li>Wet Suit</li>\r\n<li>Intermission</li>\r\n<li>Talkin\ Bout My Baby</li>\r\n<li>Clown\s Coffee</li>\r\n<li>Walkin\ Down the Street</li>\r\n<li>Mr. E. Claffn</li>\r\n<li>Sake Rock</li>\r\n<li>Bold Rat</li>\r\n<li>West Couch Place</li>\r\n<li>It\s All Right</li>\r\n<li>Since October</li>\r\n<li>Don\t Got Time</li>\r\n<li>City Gone</li>\r\n<li>In a Tub</li>\r\n<li>Dom Casual</li>\r\n<li>Jobless</li>\r\n<li>Old Gray Mare</li>\r\n<li>Cakewalk</li>\r\n<li>China Song</li>\r\n<li>Florence</li>\r\n<li>Prisoner of the Highway</li>\r\n<li>Waiting for Godot</li>\r\n</ol></p>",,1
220,Seafarers Music,2004,Drag City,www.dragcity.com,DC261,Folk Rock,Seafarers_Music,.seafarersmusic.jpg,CD,Single Disc,,EP,,Domestic,"<p><ol>\r\n<li>Sapele</li>\r\n<li>Lars</li>\r\n<li>Bogo</li>\r\n<li>Emmanuel</li>\r\n</ol></p>",,1
221,Beware,2009,Drag City,www.dragcity.com,DC666,Folk Rock,Beware_(Bonnie_Prince_Billy_album),.beware.jpg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Beware Your Only Friend</li>\r\n<li>You Can\t Hurt Me Now</li>\r\n<li>My Life\s Work</li>\r\n<li>Death Final</li>\r\n<li>Heart\s Arms</li>\r\n<li>You Don\t Love Me</li>\r\n<li>You Are Lost</li>\r\n<li>I Won\t Ask Again</li>\r\n<li>I Don\t Belong to Anyone</li>\r\n<li>There Is Something I Have to Say</li>\r\n<li>I Am Goodbye</li>\r\n<li>Without Work, You Have Nothing</li>\r\n<li>Afraid Ain\t Me</li>\r\n</ol></p>",,1);
222,Four Great Points,1998,Quarterstick,www.quarterstickrecords.com,QS54,Rock Math Rock,Four_Great_Points,.fourgreatpoints.jpg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Of Information and Belief</li>\r\n<li>The Dexterity of Luck</li>\r\n<li>Cut Your Face</li>\r\n<li>Doomsday</li>\r\n<li>Does Your Heart Beat Slower</li>\r\n<li>Lifted Bells</li>\r\n<li>Shadow Pugilist</li>\r\n<li>Air #17</li>\r\n</ol></p>",,1
223,Year of the Monkey,2005,Galaxia,www.galaxia-platform.com,GLX24,Rock,,.yearofthemonkey.jpg,CD,Single Disc,,EP,,Domestic,"<p><ol>\r\n<li>Archaic Days</li>\r\n<li>Dead Waters</li>\r\n<li>Knives Fighting Guns</li>\r\n<li>Spider and the Monkey</li>\r\n<li>By Fist and Fury</li>\r\n</ol></p>",,1
224,It\'s a Wonderful Life,2001,Capitol,www.capitolrecords.com,CDP53470920,Rock,It%27s_a_Wonderful_Life_(album),.itsawonderfullife.jpg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>It\s a Wonderful Life</li>\r\n<li>Gold Day</li>\r\n<li>Piano Fire</li>\r\n<li>Sea of Teeth</li>\r\n<li>Apple Bed</li>\r\n<li>King of Nails</li>\r\n<li>Eyepennies</li>\r\n<li>Dog Door</li>\r\n<li>More Yellow Birds</li>\r\n<li>Little Fat Baby</li>\r\n<li>Devil\s New</li>\r\n<li>Comfort Me</li>\r\n<li>Babies on the Sun</li>\r\n</ol></p>",,1
225,Super Sex,1995,Ryko,www.rykodisc.com,rcd5-1045,Rock,Super_Sex,null,CD,Single Disc,,Single,,Domestic,"<p><ol>\r\n<li>Super Sex</li>\r\n<li>Birthday Cakelive)</li>\r\n<li>Have a Lucky Daylive)</li>\r\n<li>Sundayafternoonweightlessness</li>\r\n</ol><p>",,1
226,Is Terrified,1997,DeSoto,www.desotorecords.com,DI20,Math Rock Indie Rock,The_Dismemberment_Plan_Is_Terrified,.isterrified.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Tonight We Mean It</li>\r\n<li>That\s When the Party Started</li>\r\n<li>The Ice of Boston</li>\r\n<li>Academy Award</li>\r\n<li>Bra</li>\r\n<li>Do the Standing Still</li>\r\n<li>This Is the Life</li>\r\n<li>One Too Many Blows to the Head</li>\r\n<li>It\s So You</li>\r\n<li>Manipulate Me</li>\r\n</ol></p>",,1
227,Emergency & I,1999,DeSoto,www.desotorecords.com/,DI34,Math Rock Indie Rock,Emergency_%26_I,.emergencyandi.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>A Life of Possibilities</li>\r\n<li>Memory Machine</li>\r\n<li>What Do You Want Me to Say?</li>\r\n<li>Spider in the Snow</li>\r\n<li>The Jitters</li>\r\n<li>I&nbsp;&hearts; a Magician</li>\r\n<li>You Are Invited</li>\r\n<li>Gyroscope</li>\r\n<li>The City</li>\r\n<li>Girl O\Clock</li>\r\n<li>8 1/2 Minutes</li>\r\n<li>Back and Forth</li>\r\n</ol></p>",,1
228,Juno & The Dismemberment Plan,2001,DeSoto,www.desotorecords.com,DI38,Math Rock Indie Rock,Juno_%26_The_Dismemberment_Plan,.junodismemberment.jpeg,CD,Single Disc,Split,EP,,Domestic,"<p>&nbsp;</p>\r\n<ol>\r\n<li>The Dismemberment Plan Gets Rich</li>\r\n<li>Non-Equivalents</li>\r\n<li>High Noon</li>\r\n<li>Crush</li>\r\n</ol>\r\n<p>&nbsp;</p>","<p>\r\n<ul>\r\n<li>Tracks 1 &amp; 4 by The Dismemberment Plan</li>\r\n<li>Tracks 2 &amp; 3 by Juno</li>\r\n</ul>\r\n</p>",1
229,Change,2001,DeSoto,www.desotorecords.com,DI42,Math Rock Indie Rock,Change_(The_Dismemberment_Plan_album),.change.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Sentimental Man</li>\r\n<li>The Face of the Earth</li>\r\n<li>Superpowers</li>\r\n<li>Pay for the Piano</li>\r\n<li>Come Home</li>\r\n<li>Secret Curse</li>\r\n<li>Automatic</li>\r\n<li>Following Through</li>\r\n<li>Time Bomb</li>\r\n<li>The Other Side</li>\r\n<li>Ellen and Ben</li>\r\n</ol></p>",,1
230,Ragin\', Full-On,1986,SST,www.sstsuperstore.com,SST 079,Rock,Ragin%27,_Full_On,230.raginfullon.jpeg,CD,Single Disc,,LP,,Domestic,"<p>&nbsp;</p>\r\n<ol>\r\n<li>Brave Captain</li>\r\n<li>Under the Influence of Meat Puppets</li>\r\n<li>It Matters</li>\r\n<li>Chemical Wire</li>\r\n<li>Another Theory Shot to Shit</li>\r\n<li>On Your Knees</li>\r\n<li>Locked-In</li>\r\n<li>The Candle and the Flame</li>\r\n<li>Choose Any Memory</li>\r\n<li>Perfect Pairs</li>\r\n<li>This...</li>\r\n<li>Caroms</li>\r\n<li>Relatin\ Dudes to Jazz</li>\r\n<li>Things Could Turn Around</li>\r\n</ol>\r\n<p>&nbsp;</p>",,1
231,if\'n,1987,SST,www.sstsuperstore.com/,SST 115,Rock,If%27n,.ifn.jpg,CD,Single Disc,,LP,,Domestic,"<p>&nbsp;</p>\r\n<ol>\r\n<li>Sometimes</li>\r\n<li>Hear Me</li>\r\n<li>Honey, Please</li>\r\n<li>Backroads</li>\r\n<li>From One Cums One</li>\r\n<li>Making the Freeway</li>\r\n<li>Anger</li>\r\n<li>For the Singer of REM</li>\r\n<li>Operation Solitaire</li>\r\n<li>Windmilling</li>\r\n<li>Me &amp; You, Remembering</li>\r\n<li>In Memory of Elizabeth Cotton</li>\r\n<li>Soon</li>\r\n<li>Thunder Child</li>\r\n</ol>\r\n<p>&nbsp;</p>",,1
232,fROMOHIO,1989,SST,www.sstsuperstore.com,SST 235,Rock,Fromohio,.fromohio.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Riddle of the Eighties</li>\r\n<li>In My Mind</li>\r\n<li>Whisperin\ While Hollerin\</li>\r\n<li>Vastopol</li>\r\n<li>Mas Cojones</li>\r\n<li>What Gets Heard</li>\r\n<li>Let the Drummer Have Some</li>\r\n<li>Liberty for Our Friend</li>\r\n<li>Time with You</li>\r\n<li>If\n</li>\r\n<li>Some Things</li>\r\n<li>Understanding</li>\r\n<li>\Nuf That Shit, George</li>\r\n<li>The Softest Hammer</li>\r\n</ol></p>",,1
233,Flyin\' the Flannel,1991,Columbia,www.columbiarecords.com,CK 47839,Rock,Flyin%27_the_Flannel,.flyintheflannel.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Down with the Bass</li>\r\n<li>Up Finnegan\s Ladder</li>\r\n<li>Can\t Believe</li>\r\n<li>Walking the Cow</li>\r\n<li>Flyin\ the Flannel</li>\r\n<li>Epoxy, for Example</li>\r\n<li>O\er the Town of Pedro</li>\r\n<li>Too Long</li>\r\n<li>The First Cuss</li>\r\n<li>Anti-misogyny Maneuver</li>\r\n<li>Toolin\</li>\r\n<li>Song for Dave Alvin</li>\r\n<li>Tien An Man Dream Again</li>\r\n<li>Lost Colors</li>\r\n<li>Towin\ the Line</li>\r\n<li>Losers, Boozers and Heroes</li>\r\n</ol></p>",,1
234,Live Totem Pole EP,1992,Columbia,www.columbiarecords.com,44K 74152,Rock,Live_Totem_Pole,.livetotempole.jpeg,CD,Single Disc,,EP,,Domestic,"<p>&nbsp;</p>\r\n<ol>\r\n<li>The Red and the Black</li>\r\n<li>Sophisticated Bitch</li>\r\n<li>RevolutionPart Two)</li>\r\n<li>Slack Motherfucker</li>\r\n<li>What Gets Heard</li>\r\n<li>Mannequin</li>\r\n<li>Makin\ the Freeway</li>\r\n</ol>\r\n<p>&nbsp;</p>",,1
235,Mr. Machinery Operator,1993,Columbia,www.columbiarecords.com,CK 53208,Rock,Mr._Machinery_Operator,.mrmachineryoperator.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Formal Introduction</li>\r\n<li>Blaze</li>\r\n<li>Herded into Pools</li>\r\n<li>Witness</li>\r\n<li>Number Seven</li>\r\n<li>Powerful Hankerin\</li>\r\n<li>Rocket Sled/Fuel Tank</li>\r\n<li>Quicksand</li>\r\n<li>Disciples of the 3-Way</li>\r\n<li>More Famous Quotes</li>\r\n<li>Sincerely</li>\r\n<li>Hell-Hole</li>\r\n<li>4.29.92</li>\r\n<li>The Cliffs Thrown Down</li>\r\n</ol></p>",,1
236,Sometimes,1988,SST,www.sstsuperstore.com,SST 131,Rock,,.sometimesalmostalways.jpg,Record,Single Disc,,EP,12,Domestic,"<p><ol>\r\n<li>Sometimes</li>\r\n<li>She Paints Pictures</li>\r\n<li>Rhymin\ Spielin\</li>\r\n</ol></p>",,1
237,Banyan,1997,Cyber Octave,,COCD 2005,Rock,Banyan_(album),.banyan.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Baby Grace and the Indians</li>\r\n<li>People Find It Hard</li>\r\n<li>At the Blowhole</li>\r\n<li>Christmas Tree Park</li>\r\n<li>What\s Left of Autumn</li>\r\n<li>Cooking for Now</li>\r\n<li>The Roots of Banyan</li>\r\n<li>A Good Looking Couple</li>\r\n</ol></p>",,1
238,Justamente Tres,1996,Kill Rock Stars,killrockstars.com,KRS 256,Rock,Justamente_Tres,null,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Down in the Dumps</li>\r\n<li>Dream of San Pedro</li>\r\n<li>Imagine That</li>\r\n<li>Intense Song for Madonna</li>\r\n<li>\Til the Blood Ran</li>\r\n<li>Sidemouse Advice</li>\r\n<li>Excerpts from a Captain\'s Log</li>\r\n<li>To Each His Dulcinea</li>\r\n<li>Powerful Hankerin\</li>\r\n<li>Little Doll</li>\r\n<li>Willow Weep for Me</li>\r\n<li>Even the Pain Has Changed</li>\r\n<li>Formal Introduction</li>\r\n<li>Angel Face Is the Devil\s Daughter</li>\r\n<li>Number Seven</li>\r\n<li>Do You Want New Wave Or Do You Want the Truth?</li>\r\n<li>Number Five</li>\r\n</ol></p>",,1
239,Old Punch Card,2010,Thrill Jockey,www.thrilljockey.com,THRILL 248,Electronic,Old_Punch_Card,.oldpunchcard.jpeg,CD,Single Disc,,LP,,Domestic,"<p><ol>\r\n<li>Old Punch Card</li>\r\n<li>Array Wicket</li>\r\n<li>Knitting Needles</li>\r\n<li>Brambles</li>\r\n<li>Tell Work</li>\r\n<li>November September</li>\r\n<li>A Places</li>\r\n<li>Lazy House</li>\r\n<li>The Silhouettes</li>\r\n</ol></p>",,1
